sample,t_seconds,i_ideal,q_ideal,i_dac,q_dac,rf_ideal,rf_dac,rx_i,rx_q,rx_rf
648,0.000243024302430243,2.8319354963660466,0.8249879531059744,2.8320312,0.82421875,-2.914372585242562,-2.9141328402644757,4.522503014450914,1.3331411534207773,-4.660799922207924
649,0.00024339933993399338,2.8412090728811012,0.8344553496869621,2.8398438,0.8359375,-2.9365831498650072,-2.9359307971243553,4.543442980206686,1.3679351662505974,-4.7094719629742485
650,0.00024377437743774375,2.8504562542446754,0.8439166716827525,2.8515625,0.84375,-2.956904226534075,-2.957863365008496,4.577447255835748,1.3683445104998155,-4.7533937657878145
651,0.0002441494149414941,2.8596769247936558,0.8533718227285652,2.859375,0.8515625,-2.9753104871238967,-2.974378499635681,4.62943322978829,1.3858884534315743,-4.818207557939628
652,0.0002445244524452445,2.8688709691696075,0.862820706466748,2.8671875,0.86328125,-2.9917778824693415,-2.9903484020675832,4.6126857661716745,1.3926677608831044,-4.812118444850418
653,0.00024489948994899487,2.8780382723205746,0.8722632265477948,2.8789062,0.87109375,-3.0062836642593895,-3.006739044848285,4.642515415798569,1.4167119922964504,-4.8524348884373065
654,0.00024527452745274524,2.8871787195028364,0.8816992866313862,2.8867188,0.8828125,-3.0188064060404716,-3.018692251985393,4.635045378932769,1.428793990458075,-4.850257062128881
655,0.0002456495649564956,2.896292196282682,0.8911287903874111,2.8945312,0.890625,-3.029326023312661,-3.0274944550586858,4.613441645719551,1.4651832487622385,-4.837691597152195
656,0.00024602460246024604,2.905378588538177,0.9005516414970087,2.90625,0.90234375,-3.037823792702163,-3.0391111566474147,4.633874700932217,1.4669366659537555,-4.852684543264437
657,0.0002463996399639964,2.9144377824609187,0.9099677436535806,2.9140625,0.91015625,-3.0442823701942174,-3.0439589298726735,4.6978402483787685,1.496513877809677,-4.9138050283780546
658,0.0002467746774677468,2.9234696645578095,0.9193770005638451,2.921875,0.91796875,-3.0486858084112103,-3.0468403401588606,4.697355385972076,1.5001420611049732,-4.903160691465842
659,0.00024714971497149716,2.932474121652795,0.9287793159488563,2.9335938,0.9296875,-3.0510195729213687,-3.0522830718908844,4.694644179933957,1.5150690596340997,-4.889443750729049
660,0.0002475247524752475,2.9414510408886243,0.9381745935450359,2.9414062,0.9375,-3.051270557564221,-3.051121813969416,4.742903010671967,1.5010980498692017,-4.918175613228569
661,0.0002478997899789979,2.9504003097285953,0.9475627371052119,2.9492188,0.94921875,-3.0494270987795815,-3.0484737055934383,4.7162345675171675,1.5403763957098908,-4.87790991169341
662,0.00024827482748274827,2.959321815958305,0.9569436503996479,2.9609375,0.95703125,-3.0454789889276017,-3.0470946672451693,4.774717539897482,1.5444876871182085,-4.913782676228507
663,0.00024864986498649864,2.9682154476873768,0.9663172372170803,2.96875,0.96484375,-3.0394174885880383,-3.0398252703927984,4.792098303837418,1.5849743380101842,-4.909160278447444
664,0.000249024902490249,2.9770810933512086,0.9756834013657403,2.9765625,0.9765625,-3.0312353378277597,-3.030771543693976,4.772031532167497,1.5931324897747114,-4.860623711035496
665,0.0002493999399939994,2.9859186417126926,0.9850420466744096,2.984375,0.984375,-3.020926766426077,-3.0193590781082427,4.781360893128917,1.6084078574345766,-4.838590171726627
666,0.00024977497749774976,2.994727981863961,0.9943930769934358,2.9960938,0.99609375,-3.00848750304837,-3.0098771789801457,4.827729496167789,1.6179390333439894,-4.850121573559291
667,0.00025015001500150013,3.003509003228093,1.0037363961957724,3.0039062,1.0039062,-2.993914783359073,-2.9943104115137897,4.810656794719675,1.6540534506541493,-4.794852682089628
668,0.00025052505250525056,3.0122615955608536,1.0130719081780177,3.0117188,1.0117188,-2.9772073570660167,-2.976709439499989,4.855647344873749,1.6197001735642866,-4.799581030876998
669,0.0002509000900090009,3.0209856489523927,1.0223995168614455,3.0195312,1.0234375,-2.95836549388871,-2.9568547490383996,4.837414749389319,1.6753857749635905,-4.734981029440615
670,0.0002512751275127513,3.029681053828971,1.0317191261930498,3.03125,1.03125,-2.9373909884439846,-2.938992447327772,4.8833847924535565,1.6739033336454272,-4.733752563057436
671,0.0002516501650165016,3.038347700954665,1.0410306401465625,3.0390625,1.0429688,-2.9142871640433197,-2.9147975353759086,4.886660801722744,1.6819974434494274,-4.686336034441113
672,0.000252025202520252,3.046985481433069,1.0503339627235102,3.046875,1.0507812,-2.8890588753966036,-2.888892524613196,4.892433896007141,1.7012149323696193,-4.636987350180282
673,0.0002524002400240024,3.055594286708998,1.0596289979542366,3.0546875,1.0585938,-2.861712510218334,-2.860971552180222,4.898665993126115,1.7244496657525534,-4.583981403670342
674,0.00025277527752775274,3.0641740085701907,1.0689156498989445,3.0625,1.0703125,-2.8322559897326416,-2.830365023101985,4.9290951597677255,1.74554984602663,-4.551504036855339
675,0.00025315031503150316,3.072724539148988,1.0781938226487304,3.0742188,1.078125,-2.8006987680744406,-2.8021773365434424,4.913069411710711,1.7715466487064317,-4.468760667651329
676,0.0002535253525352535,3.081245770924046,1.0874634203266242,3.0820312,1.0859375,-2.7670518305850758,-2.7681533598157526,4.952146791432206,1.7604126790612178,-4.444397758030918
677,0.0002539003900390039,3.0897375967219918,1.0967243470886254,3.0898438,1.0976562,-2.731327691000983,-2.7312045714029494,4.962365474468343,1.7776932550748865,-4.382783943458027
678,0.0002542754275427543,3.0981999097191237,1.1059765071247392,3.0976562,1.1054688,-2.6935403875355535,-2.693150992106248,4.992464869443444,1.8161500476409629,-4.331376972083446
679,0.00025465046504650465,3.106632603443074,1.1152198046600108,3.1054688,1.1132812,-2.6537054778542783,-2.6531493708672627,4.976106448241971,1.8304904951512737,-4.237899550455902
680,0.000255025502550255,3.115035571774503,1.124454143955574,3.1132812,1.125,-2.6118400329448335,-2.610002934168782,5.03263685863935,1.8180105210338535,-4.219257996970269
681,0.0002554005400540054,3.123408708948738,1.1336794293096775,3.125,1.1328125,-2.5679626298839597,-2.56975174307107,5.0209947577739245,1.8367649573974871,-4.123323781186504
682,0.00025577557755775577,3.1317519095574644,1.1428955650587282,3.1328125,1.1445312,-2.522093343504299,-2.5225042310191084,5.022026231386061,1.8676027524638894,-4.032008185530671
683,0.00025615061506150614,3.140065068550357,1.1521024555783297,3.140625,1.1523438,-2.474253736964609,-2.474681428624107,5.072462867118861,1.8741171710081566,-3.9920072293225237
684,0.0002565256525652565,3.148348081236758,1.161300005284316,3.1484375,1.1601562,-2.4244668512281953,-2.425004789657222,5.089239934477908,1.9009367677879745,-3.9096457113742353
685,0.0002569006900690069,3.156600843287322,1.1704881186337974,3.15625,1.171875,-2.3727571934545377,-2.3718561513884624,5.074103671962671,1.8969538445284277,-3.8076197494727237
686,0.00025727572757275726,3.1648232507356506,1.1796667001261902,3.1640625,1.1796875,-2.319150724310491,-2.3184589102226014,5.076127101028783,1.9136903373059995,-3.7102019017861614
687,0.00025765076507650763,3.1730151999799476,1.188835654304266,3.171875,1.1875,-2.263674844207689,-2.2632814880274545,5.1048155040994425,1.9800914015140083,-3.610651680459469
688,0.00025802580258025805,3.1811765877846536,1.1979948857551792,3.1796875,1.1992188,-2.206358378474069,-2.204463306586824,5.106240066537952,1.9705872741933808,-3.5185022687793404
689,0.00025840084008400837,3.1893073112820707,1.2071442991115064,3.1875,1.2070312,-2.1472315614677386,-2.1457271702860035,5.125091431172358,1.991402829337272,-3.4245427768687926
690,0.0002587758775877588,3.1974072679740067,1.2162837990522983,3.1992188,1.2148438,-2.0863260196425157,-2.0886234399536976,5.16967890824716,1.9869907708655008,-3.3625250554170267
691,0.0002591509150915091,3.2054763557333747,1.225413290304101,3.2070312,1.2265625,-2.0236747535751958,-2.024354684856468,5.164202515111304,1.9902865370798135,-3.251510987581386
692,0.00025952595259525954,3.213514472805839,1.2345326776420111,3.2148438,1.234375,-1.959312118965112,-1.9604991590055376,5.173680599374215,2.030488969483179,-3.1302619829164358
693,0.0002599009900990099,3.2215215178114045,1.243641865890697,3.2226562,1.2421875,-1.8932738066177375,-1.8950434743968105,5.1901201498089256,2.0479147464308856,-3.0243882523920598
694,0.00026027602760276023,3.2294973897460517,1.252740759925452,3.2304688,1.2539062,-1.8255968214243485,-1.8256713414210555,5.196631561427342,2.042182734497908,-2.921721492781915
695,0.00026065106510651066,3.2374419879833285,1.2618292646732265,3.2382812,1.2617188,-1.7563194603509371,-1.757046256218984,5.222750709498169,2.0537665220780053,-2.822099574831128
696,0.000261026102610261,3.2453552122759453,1.2709072851136682,3.2460938,1.2695312,-1.6854812894500506,-1.6869284252041705,5.2375920676680865,2.0793523824502893,-2.702098136876646
697,0.0002614011401140114,3.2532369627573865,1.2799747262801664,3.2539062,1.28125,-1.613123119909907,-1.6127905037941537,5.2314299065435685,2.0889911057641863,-2.573852489651827
698,0.0002617761776177618,3.26108713994349,1.289031493260874,3.2617188,1.2890625,-1.539286983156198,-1.539732536177277,5.251176266284522,2.0812170310271827,-2.4749000566179222
699,0.00026215121512151215,3.2689056447340286,1.298077491199765,3.2695312,1.296875,-1.4640161050221991,-1.4652995152680757,5.298428338629057,2.12590825340998,-2.3578108851450517
700,0.0002625262526252625,3.276692378414319,1.3071126252976646,3.2773438,1.3085938,-1.3873548790039096,-1.386765668460771,5.2811211522957136,2.146900704829708,-2.207561673876594
701,0.0002629012901290129,3.2844472426567637,1.316136800813285,3.2851562,1.3164062,-1.3093488386175176,-1.3096421114709327,5.284633647395293,2.1222017309868266,-2.103424911527364
702,0.00026327632763276326,3.2921701395224496,1.3251499230642714,3.2929688,1.3242188,-1.2300446288769171,-1.231270886171975,5.331597099292466,2.186233960963504,-1.962265052407059
703,0.0002636513651365137,3.2998609714627114,1.3341518974282331,3.3007812,1.3359375,-1.1494899769101519,-1.1487414054086715,5.313566152964363,2.162872808809458,-1.8399346561535599
704,0.000264026402640264,3.3075196413206744,1.3431426293437836,3.3085938,1.34375,-1.067733661733748,-1.0679483217319088,5.309589418834128,2.174037996887609,-1.700246491926268
705,0.0002644014401440144,3.3151460523328353,1.3521220243115857,3.3164062,1.3515625,-0.9848254832049532,-0.9860439975571466,5.348791943640123,2.1915190776197484,-1.5811333306574988
706,0.00026477647764776475,3.3227401081306054,1.3610899878953748,3.3242188,1.359375,-0.9008162301724001,-0.9030752289458617,5.337748780154242,2.219607725746132,-1.4205857042291117
707,0.0002651515151515151,3.330301712741861,1.370046425723015,3.3320312,1.3710938,-0.8157576478462361,-0.8159077527131501,5.356412117724821,2.235350897248868,-1.2861607741041214
708,0.00026552655265526555,3.3378307705924826,1.3789912434875204,3.3359375,1.3789062,-0.729702404409309,-0.7287112184789101,5.3774833692798465,2.2246112554086417,-1.1731532991951055
709,0.00026590159015901587,3.345327186507895,1.387924346948101,3.34375,1.3867188,-0.642704056892041,-0.6428646456723851,5.383259926268505,2.266243925363101,-1.006635964623229
710,0.0002662766276627663,3.3527908657145997,1.3968456419312014,3.3515625,1.3984375,-0.5548170163331857,-0.5528182784129532,5.386333414072995,2.2876226397391015,-0.8541478219123102
711,0.0002666516651665166,3.3602217138417028,1.4057550343315306,3.359375,1.40625,-0.466096512250711,-0.4652440449707368,5.40214564741383,2.283955813796778,-0.7285948669915047
712,0.00026702670267026704,3.3676196369224427,1.414652430113109,3.3671875,1.4140625,-0.3765985564458451,-0.3769084443343341,5.414685047895468,2.2737745913838796,-0.6062209216406026
713,0.0002674017401740174,3.3749845413956927,1.4235377353102954,3.375,1.421875,-0.2863799061653954,-0.28786382850435943,5.453100017743086,2.3055047478876247,-0.45788675665724016
714,0.0002677767776777678,3.3823163341074953,1.4324108560288267,3.3828125,1.4335938,-0.19549802664686775,-0.19465241400836675,5.435765259709539,2.327902428367397,-0.2909489365151179
715,0.00026815181518151816,3.3896149223125502,1.4412716984468648,3.390625,1.4414062,-0.1040110530718905,-0.10431009901872179,5.451172668670469,2.3626540627964503,-0.12655086108487432
716,0.0002685268526852685,3.3968802136757272,1.4501201688160088,3.3984375,1.4492188,-0.011977751954037899,-0.013421696813965012,5.50235280312131,2.3592538402527983,-0.00993073740961339
717,0.0002689018901890189,3.4041121162735632,1.4589561734623597,3.4023438,1.4570312,0.08054251801314571,0.07941827366047068,5.472189055713092,2.385638446159156,0.16688203970853185
718,0.00026927692769276927,3.4113105385957425,1.4677796187875307,3.4101562,1.46875,0.17348984562039843,0.17480434648312246,5.515461069285647,2.437469210967734,0.34072581890305187
719,0.00026965196519651964,3.418475389546598,1.4765904112697001,3.4179688,1.4765625,0.2668038072930676,0.2669445157792036,5.526031478404595,2.409554550428543,0.45264618895426656
720,0.00027002700270027,3.4256065784465846,1.485388457464638,3.4257812,1.484375,0.36042350769904286,0.35940542786534246,5.515219762231682,2.4216785550216593,0.6090246321319676
721,0.0002704020402040204,3.4327040150337567,1.4941736640067411,3.4335938,1.4960938,0.45428762078709806,0.4558746529090055,5.508844449576297,2.45454034782281,0.7833701840417986
722,0.00027077707770777076,3.4397676094652394,1.5029459376100718,3.4414062,1.5039062,0.5483344312268599,0.5488314340746563,5.550106223263256,2.473355729920093,0.9313871680353732
723,0.0002711521152115212,3.4467972723186944,1.5117051850693866,3.4453125,1.5117188,0.6425018762222409,0.642870532688126,5.560467930449425,2.48698953468799,1.083363151240902
724,0.0002715271527152715,3.453792914593773,1.5204513132611737,3.453125,1.5195312,0.7367275876689346,0.7359739301888478,5.576916403460135,2.482343651324794,1.2162016247858949
725,0.00027190219021902193,3.4607544477135854,1.5291842291446869,3.4609375,1.5273438,0.8309489346274646,0.8291078040284046,5.576102032842466,2.476055964813967,1.35080223129932
726,0.00027227722772277225,3.4676817835261264,1.5379038397629747,3.46875,1.5390625,0.925103066081351,0.926062955243157,5.606267673264725,2.4840253184177294,1.4933326117687993
727,0.0002726522652265226,3.474574834305748,1.5466100522439188,3.4726562,1.546875,1.0191269539518313,1.0196710142417047,5.6171699730820634,2.513669189571463,1.6607689512167418
728,0.00027302730273027305,3.481433512754568,1.5553027738012608,3.4804688,1.5546875,1.1129574363380366,1.1124661574413384,5.59312314640644,2.5342454974542963,1.8233194507035824
729,0.00027340234023402336,3.4882577320039325,1.5639819117356362,3.4882812,1.5625,1.2065312609533478,1.205054452646073,5.640548251759549,2.5341396228186537,1.9561122812133052
730,0.0002737773777377738,3.495047405615819,1.5726473734356081,3.4960938,1.5742188,1.2997851287271711,1.3012715702779858,5.634899754174839,2.547616140295444,2.107657520991196
731,0.0002741524152415241,3.5018024475842626,1.5812990663786963,3.5,1.5820312,1.3926557375415598,1.3934828276823858,5.632513491065822,2.5771013283831454,2.27362814984207
732,0.00027452745274527453,3.508522772336783,1.5899368981324116,3.5078125,1.5898438,1.485079826072439,1.4850078046062718,5.648241768974829,2.5898145849715513,2.420995715909108
733,0.0002749024902490249,3.5152082947357814,1.5985607763552785,3.515625,1.5976562,1.5769942177039773,1.5760871553052873,5.692709217630629,2.6009683684334033,2.566042144924375
734,0.0002752775277527753,3.5218589300799588,1.6071706087978703,3.5234375,1.6054688,1.6683358644861004,1.6666617894721905,5.691930368214968,2.6490958054342637,2.7479415395158693
735,0.00027565256525652565,3.528474594105702,1.615766303303844,3.5273438,1.6171875,1.759041891103335,1.7604155395925343,5.658246270389523,2.6535722840103086,2.8832758241556817
736,0.000276027602760276,3.535055202988484,1.624347767810953,3.5351562,1.625,1.8490496388246112,1.8497070316636421,5.698355355409319,2.634880067407694,2.9970553331650174
737,0.0002764026402640264,3.5416006733442513,1.632914910352099,3.5429688,1.6328125,1.9382967094025605,1.9383151097487676,5.705978785490709,2.679930595861376,3.171749820181796
738,0.00027677767776777677,3.548110922230807,1.6414676390563359,3.546875,1.640625,2.026721008891561,2.025745861426282,5.714712167348456,2.677810435772077,3.298101157040427
739,0.00027715271527152714,3.5545858671491755,1.6500058621499152,3.5546875,1.6484375,2.1142607913531877,2.1127204588424484,5.721466939258258,2.681407084819876,3.428439131577754
740,0.0002775277527752775,3.5610254260449925,1.6585294879573045,3.5625,1.6601562,2.200854702418369,2.2026942036032224,5.719944028584335,2.701341263145335,3.571988750839334
741,0.0002779027902790279,3.56742951730986,1.6670384249022134,3.5664062,1.6679688,2.286441822674936,2.2871711185030303,5.76117725728696,2.7634746858149573,3.762589922739928
742,0.00027827782778277826,3.5737980597827,1.675532581508632,3.5742188,1.6757812,2.3709617108500645,2.3712911549494273,5.74733293820334,2.735657401248322,3.853168629670618
743,0.0002786528652865287,3.580130972751116,1.6840118664018315,3.5820312,1.6835938,2.454354446756408,2.4543796202891417,5.767695958898698,2.7375095168106496,3.977911077615009
744,0.000279027902790279,3.58642817595273,1.6924761883094182,3.5859375,1.6914062,2.536560673971637,2.535401958647866,5.771277588196318,2.760498957719392,4.1176215170872705
745,0.0002794029402940294,3.5926895895765387,1.700925456062336,3.59375,1.6992188,2.6175216422206424,2.61616945939047,5.782020292357405,2.7867805013454126,4.260060619748716
746,0.00027977797779777974,3.598915134264235,1.7093595785959015,3.5976562,1.7109375,2.697179249430005,2.6983143204156272,5.812201483649743,2.796083331701037,4.3898120599555215
747,0.00028015301530153017,3.605104731111547,1.7177784649508214,3.6054688,1.71875,2.7754760834247976,2.7765129503569024,5.817528004693476,2.804541159429327,4.5096465505181715
748,0.00028052805280528054,3.6112583016695554,1.7261820242742223,3.609375,1.7265625,2.852355463237437,2.8520721498308297,5.810377000854338,2.806560014638151,4.6167864716705616
749,0.00028090309030903086,3.6173757679460117,1.7345701658206598,3.6171875,1.734375,2.9277614799991496,2.927511346396896,5.818941548029868,2.823383331910718,4.740507644379124
750,0.0002812781278127813,3.6234570524066574,1.7429427989531578,3.625,1.7421875,3.001639037384353,3.001534722929575,5.836239542374606,2.8256341889296004,4.851588529663739
751,0.0002816531653165316,3.629502077976514,1.7512998331442142,3.6289062,1.75,3.0739338915787817,3.0725041036135554,5.866504154246954,2.8591608575169967,4.994533960096531
752,0.00028202820282028203,3.6355107680412035,1.759641177976827,3.6367188,1.7578125,3.1445926907425945,3.143455705521284,5.864809312774691,2.881047551203298,5.111185912910136
753,0.0002824032403240324,3.641483046448216,1.7679667431455166,3.640625,1.7695312,3.2135630139395777,3.214576402356329,5.874328788752012,2.897678899434092,5.224820257844709
754,0.0002827782778277828,3.647418837508224,1.776276438457335,3.6484375,1.7773438,3.2807934095044353,3.282214035249012,5.876883120296456,2.902254582683296,5.321688421427116
755,0.00028315331533153315,3.65331806599634,1.784570173832899,3.6523438,1.7851562,3.3462334328201355,3.3462666885148535,5.886655402153402,2.9358626925078637,5.444450198144806
756,0.0002835283528352835,3.659180657153414,1.792847859307391,3.6601562,1.7929688,3.4098336834776966,3.4104357417123263,5.905590055491848,2.9357241626346053,5.539475585903191
757,0.0002839033903390339,3.665006536687283,1.801109405031589,3.6640625,1.8007812,3.4715458417914764,3.4707667166251617,5.881757316386385,2.950673538160746,5.622287400093615
758,0.0002842784278427843,3.6707956307740415,1.809354721272877,3.671875,1.8085938,3.531322704642996,3.5312816352876886,5.9459592631185965,2.940189645158003,5.72788373809518
759,0.00028465346534653464,3.676547866059296,1.817583718416258,3.6757812,1.8164062,3.5891182206271965,3.58771379042053,5.91642778005277,2.9644670682477305,5.808226976322955
760,0.000285028502850285,3.6822631696594246,1.8257963069653762,3.6835938,1.8242188,3.6448875244752235,3.644396938820507,5.931536008784787,2.976737220121837,5.900151402421109
761,0.0002854035403540354,3.6879414691628063,1.8339923975435213,3.6875,1.8359375,3.6985869707283014,3.6998626398787384,5.967204971817609,3.0156105328272016,6.0226564796123885
762,0.00028577857785778575,3.6935826926310718,1.8421719008946538,3.6953125,1.84375,3.750174166637927,3.7524879611307864,5.963088305428838,3.010661445356008,6.082955401192597
763,0.0002861536153615362,3.699186768600326,1.850334727884403,3.6992188,1.8515625,3.7996080042680074,3.800567043879981,5.9666438529974375,3.0228985066664715,6.157954810439958
764,0.0002865286528652865,3.7047536260823746,1.8584807895010889,3.703125,1.859375,3.8468486917749765,3.84643915590527,5.965980843271095,3.034749231428065,6.226206417121644
765,0.0002869036903690369,3.7102831945659513,1.866609996856731,3.7109375,1.8671875,3.8918577838428785,3.8927261584729864,5.962031550584608,3.0746444549825585,6.308931731081737
766,0.00028727872787278724,3.715775404017911,1.8747222611880574,3.7148438,1.875,3.9345982112502864,3.9341477570514685,5.996941304898403,3.056570709649487,6.3722755965783096
767,0.00028765376537653767,3.721230184884462,1.8828174938575155,3.7226562,1.8828125,3.975034309547335,3.976048888066337,6.021660345484226,3.0677740922714194,6.447080268416188
768,0.000288028802880288,3.72664746809235,1.8908956063542737,3.7265625,1.890625,4.0131318468209685,4.012884917087869,5.998954629595729,3.0955989974308107,6.4954703900438036
769,0.0002884038403840384,3.7320271850500473,1.8989565102952422,3.7304688,1.8984375,4.048858050527699,4.04734972569592,6.039151580757924,3.103814584034138,6.572440671854507
770,0.0002887788778877888,3.737369267648954,1.9070001174260656,3.7382812,1.90625,4.0821816333734064,4.082390057178683,6.01277616784606,3.1377569154794522,6.612706272088608
771,0.0002891539153915391,3.7426736482645584,1.9150263396221368,3.7421875,1.9140625,4.113072818220589,4.1120880914417075,6.026585174123031,3.147809676111132,6.663436333522776
772,0.0002895289528952895,3.7479402597576366,1.9230350888896042,3.7460938,1.921875,4.141503362004081,4.139332918709519,6.052250506197856,3.147695401420957,6.713673245108389
773,0.00028990399039903984,3.7531690354753975,1.9310262773663682,3.7539062,1.9296875,4.1674465786367225,4.167246939915707,6.057032811277252,3.1551152769024147,6.748570974084503
774,0.00029027902790279027,3.7583599092526527,1.938999817323091,3.7578125,1.9375,4.190877360887594,4.189568761447395,6.07446194481496,3.1700974564462423,6.794270802396946
775,0.00029065406540654064,3.763512815412974,1.9469556211641965,3.7617188,1.9453125,4.2117722012155765,4.209368299892903,6.059233353555491,3.2027297583861696,6.8186828507245405
776,0.000291029102910291,3.768627688769835,1.9548936014288665,3.7695312,1.953125,4.230109211542213,4.229928065704658,6.066701291856724,3.2022712387235552,6.839136735907811
777,0.0002914041404140414,3.7737044646277584,1.962813670792055,3.7734375,1.9609375,4.245868141948202,4.244674419094665,6.061238567593515,3.217749460926521,6.8531042926996575
778,0.00029177917791779176,3.7787430787834397,1.9707157420654753,3.7773438,1.9726562,4.2590303982787985,4.258771977868972,6.077449639500663,3.1892224609653352,6.859622251233169
779,0.00029215421542154213,3.7837434675268913,1.978599728198602,3.7851562,1.9804688,4.269579058644075,4.271708122092015,6.0919879749688475,3.2205572213454956,6.890733028671878
780,0.00029252925292529256,3.788705567642541,1.9864655422796746,3.7890625,1.9882812,4.277498888800734,4.278638554271242,6.092985907115332,3.247913819013065,6.9031657369722765
781,0.0002929042904290429,3.7936293164103767,1.994313097536683,3.7929688,1.9960938,4.282776356402993,4.282948200402809,6.125278109188023,3.272538773053927,6.937694350863111
782,0.00029327932793279325,3.7985146516070225,2.002142307338378,3.796875,2.0039062,4.285399644110746,4.284626943454429,6.11941094711936,3.2856089906627806,6.928437028571153
783,0.0002936543654365436,3.80336151150687,2.0099530851952467,3.8046875,2.0117188,4.285358661544127,4.287266124450688,6.109711848805758,3.2902293033507606,6.907845691236199
784,0.000294029402940294,3.8081698348831483,2.0177453447605327,3.8085938,2.0195312,4.282645056074222,4.283693856793459,6.18244656444747,3.2768220371843624,6.953136209408698
785,0.0002944044404440444,3.8129395610090224,2.0255189998312,3.8125,2.0273438,4.277252222440666,4.277467958679812,6.141389552942163,3.3173406562569068,6.908149710845106
786,0.00029477947794779474,3.817670629658672,2.0332739643489477,3.8164062,2.0351562,4.269175311187524,4.268584749341599,6.141340518084683,3.3165188121416596,6.882371695576407
787,0.00029515451545154516,3.8223629811083697,2.041010152401189,3.8242188,2.0390625,4.258411235909739,4.259597814912142,6.188937031668044,3.305039427995584,6.895067768404323
788,0.0002955295529552955,3.8270165561375458,2.0487274782220446,3.828125,2.046875,4.244958679303302,4.2455101625031855,6.194888507509308,3.335869574183926,6.876839344226348
789,0.0002959045904590459,3.831631296029849,2.0564258561933317,3.8320312,2.0546875,4.228818098012932,4.228762486064142,6.168048927368113,3.3565616220861862,6.819182914732175
790,0.0002962796279627963,3.8362071425741884,2.06410520084555,3.8359375,2.0625,4.209991726272235,4.209357596814892,6.17002152179624,3.379004709016219,6.784909424024098
791,0.00029665466546654665,3.8407440380658033,2.071765426858869,3.8398438,2.0703125,4.188483578331733,4.187299953072169,6.184197040799745,3.3999396367699393,6.7574809596508585
792,0.000297029702970297,3.8452419253072914,2.0794064490641158,3.84375,2.078125,4.164299449671397,4.162595661281244,6.222401129091603,3.403954556698973,6.745946800156587
793,0.00029740474047404734,3.849700747609628,2.0870281824437558,3.8515625,2.0859375,4.137446916994797,4.139106907059993,6.213210971963922,3.4130571935211966,6.6848755107997935
794,0.00029777977797779777,3.8541204487932177,2.094630542132879,3.8554688,2.09375,4.107935337003197,4.10914810201568,6.212010215732593,3.4182066793159835,6.626960976279628
795,0.00029815481548154814,3.8585009731888955,2.10221344342018,3.859375,2.1015625,4.0757758439484615,4.076568704271967,6.230781889363083,3.4377704398277906,6.586624391829066
796,0.0002985298529852985,3.8628422656389496,2.109776801748943,3.8632812,2.109375,4.0409813459646635,4.041381396321868,6.255531148112537,3.434223936190452,6.545637562509666
797,0.0002989048904890489,3.8671442714981143,2.117320532718014,3.8671875,2.1171875,4.00356652017908,4.003600499926497,6.222885820245163,3.4743283630074338,6.447032637861344
798,0.00029927992799279925,3.8714069366345782,2.1248445520827883,3.8710938,2.125,3.9635478066042342,3.9632419710591438,6.244232849250205,3.4766481492015253,6.39508498769815
799,0.0002996549654965496,3.8756302074309725,2.1323487757561868,3.875,2.1328125,3.9209434008132127,3.9203233938340665,6.237404366037218,3.504114233555857,6.311898970556778
800,0.00030003000300030005,3.879814030785354,2.1398331198096248,3.8789062,2.140625,3.875773245401745,3.874863973422022,6.296999632930766,3.5098672836863676,6.2903718421895425
801,0.00030040504050405037,3.88395835411218,2.1472975004739956,3.8828125,2.1484375,3.8280590202409925,3.826884527954821,6.297952893621094,3.508635833508663,6.206630294923447
802,0.0003007800780078008,3.888063125343287,2.1547418341406432,3.8867188,2.15625,3.7778241315260903,3.776407479422024,6.291206331927321,3.525745314457137,6.110910208422121
803,0.0003011551155115511,3.892128292928844,2.1621660373623293,3.890625,2.1640625,3.7250936996263375,3.7234568435635835,6.281198677106391,3.539396272536871,6.008005593498335
804,0.0003015301530153015,3.8961538058383134,2.1695700268542164,3.8945312,2.1679688,3.6698945457434813,3.6684331965161907,6.299347400247039,3.549444764488879,5.929529795094809
805,0.0003019051905190519,3.900139613561395,2.176953719494825,3.8984375,2.1757812,3.612255177385944,3.6107052620773143,6.264997090291008,3.5230888574697854,5.7994322958509485
806,0.00030228022802280223,3.904085666108972,2.184317032327012,3.9023438,2.1835938,3.5522057726669938,3.550584974975108,6.306934494715371,3.5598306299193485,5.734038003829201
807,0.00030265526552655266,3.907991914014044,2.1916598825589393,3.90625,2.1914062,3.489778163436213,3.4881025542900175,6.289006414994064,3.615589544681924,5.601271722393326
808,0.000303030303030303,3.9118583083326524,2.198982187565029,3.9101562,2.1992188,3.4250058172543274,3.423289747597894,6.29543810123014,3.6010609482632407,5.500166067962437
809,0.0003034053405340534,3.9156848006447986,2.2062838648869474,3.9140625,2.2070312,3.357923818221994,3.356179814977731,6.310999604807784,3.633649771460286,5.395538310692398
810,0.0003037803780378038,3.919471343055373,2.213564832234551,3.9179688,2.2148438,3.2885688466744805,3.2868075120583717,6.3231807924816055,3.6156161368597584,5.294884367757854
811,0.00030415541554155415,3.923217888195025,2.2208250074868614,3.921875,2.2226562,3.2169791577543694,3.2152090721125206,6.343308132489044,3.613394333337289,5.195576568722121
812,0.0003045304530453045,3.9269243892211034,2.2280643086930216,3.9257812,2.2265625,3.143194558875757,3.142519171740769,6.35146582517623,3.6406939955437476,5.073461815234992
