sample,t_seconds,i_ideal,q_ideal,i_dac,q_dac,rf_ideal,rf_dac,rx_i,rx_q,rx_rf
6218,0.002331983198319832,-4.197942685380286,3.8422999531291513,-4.1992188,3.84375,-1.6949559104711172,-1.6957265004736342,-6.8381209638418845,6.219695413649287,-2.725544356531918
6219,0.002332358235823582,-4.208911220248206,3.8427204797243517,-4.2070312,3.84375,-1.5619658438179636,-1.5637258145120974,-6.864231113951381,6.200315518949201,-2.4876800641730727
6220,0.0023327332733273326,-4.219830556625693,3.843110912617017,-4.21875,3.84375,-1.4276334019515105,-1.4287031401442167,-6.865293595802265,6.18722402296869,-2.264998428836665
6221,0.002333108310831083,-4.230700512294214,3.8434712898597754,-4.2304688,3.84375,-1.2920425098971025,-1.2923988579278725,-6.894414372861127,6.195011850484725,-2.0458465971581474
6222,0.002333483348334833,-4.2415209057890655,3.843801649869503,-4.2421875,3.84375,-1.1552780712928414,-1.1548948630256697,-6.8929327234328905,6.2378001703345385,-1.869877151881467
6223,0.0023338583858385836,-4.252291556402349,3.8441020314263152,-4.2539062,3.84375,-1.0174259122456002,-1.0162739844308997,-6.899142211677049,6.167897036844021,-1.59215977094997
6224,0.002334233423342334,-4.263012284185931,3.844372473672551,-4.2617188,3.84375,-0.8785727245030226,-0.8787611540986147,-6.938842555144767,6.196062643262641,-1.3787146887108443
6225,0.0023346084608460846,-4.273682909954406,3.844613016111746,-4.2734375,3.84375,-0.7388060079748625,-0.7382348672988945,-6.974162830016022,6.222138823517667,-1.1629782975560632
6226,0.002334983498349835,-4.284303255287981,3.84482369860761,-4.2851562,3.84375,-0.5982140126472156,-0.5968440564065106,-6.940447005364514,6.19867013108905,-0.9449359874794706
6227,0.0023353585358535855,-4.294873142535472,3.8450045613829893,-4.2929688,3.84375,-0.4568856799302332,-0.4570413812671034,-6.9819414115591565,6.182673633440977,-0.6886823102074067
6228,0.0023357335733573356,-4.305392394817162,3.8451556450188393,-4.3046875,3.84375,-0.3149105834774292,-0.31425283113593405,-7.002504422173688,6.187236763187125,-0.4600762497058457
6229,0.002336108610861086,-4.315860836027718,3.845276990453168,-4.3164062,3.84375,-0.17237886951790088,-0.17085845308412279,-7.027394450947612,6.2084829363491885,-0.24032438601084527
6230,0.0023364836483648365,-4.32627829083907,3.8453686389800024,-4.328125,3.84375,-0.029381196746796255,-0.02694611177431537,-7.043957006604336,6.1825390385000984,0.011032195155064699
6231,0.0023368586858685866,-4.3366445847032855,3.845430632248329,-4.3359375,3.84375,0.11399132419042805,0.11474718188211626,-7.05952266607763,6.200056284241261,0.22954040966672462
6232,0.002337233723372337,-4.346959543855432,3.84546301226104,-4.3476562,3.84375,0.25764719157503935,0.25936290403377,-7.076061912770677,6.196849983122411,0.46459372312645053
6233,0.0023376087608760875,-4.357222995316418,3.8454658213738675,-4.3554688,3.84375,0.4014945738081802,0.40145063696961625,-7.116135289572863,6.20635774443864,0.7076702134888437
6234,0.0023379837983798376,-4.367434766895831,3.845439102294325,-4.3671875,3.84375,0.5454413708837633,0.5464188164029226,-7.123375437896936,6.2084911227248325,0.9331409883277344
6235,0.002338358835883588,-4.37759468719476,3.8453828980806257,-4.3789062,3.84375,0.6893952760943534,0.6914620384418313,-7.133057103896416,6.20863357359861,1.1615474979320404
6236,0.0023387338733873385,-4.387702585608594,3.8452972521406164,-4.3867188,3.84375,0.833263837927642,0.8335224227848492,-7.143841475834669,6.199529726649149,1.3964686839636857
6237,0.0023391089108910886,-4.397758292329834,3.8451822082306903,-4.3984375,3.84375,0.9769545221109239,0.978386161996415,-7.160541386178571,6.207099411297446,1.6246627338455137
6238,0.0023394839483948395,-4.407761638350872,3.845037810454703,-4.40625,3.84375,1.1203747737622198,1.119971614149056,-7.17219466529207,6.194949636841489,1.8608459699501259
6239,0.00233985898589859,-4.417712455466718,3.844864103262882,-4.4179688,3.84375,1.2634320796008986,1.264300896950512,-7.222786447630239,6.182350176138989,2.1274463603154077
6240,0.0023402340234023405,-4.42761057627783,3.8446611314507333,-4.4257812,3.84375,1.4060340301787855,1.405063077475262,-7.22507055343993,6.194071487568889,2.34030707522603
6241,0.0023406090609060905,-4.437455834192803,3.8444289401579383,-4.4375,3.84375,1.5480883820853402,1.5485028441276036,-7.239655889235962,6.2040092438109085,2.563595530012222
6242,0.002340984098409841,-4.447248063431115,3.8441675748672526,-4.4453125,3.84375,1.6895031200867243,1.688094006819625,-7.241111969475682,6.210176229087381,2.77717739662304
6243,0.0023413591359135915,-4.456987099025845,3.843877081403398,-4.4570312,3.84375,1.830186519150444,1.8302899766302234,-7.264295237705728,6.22304176911677,3.0046414209290258
6244,0.0023417341734173415,-4.466672776826371,3.843557505931943,-4.4648438,3.84375,1.9700472063185839,1.968363818826729,-7.2450806983277225,6.190517582006282,3.2172414043260535
6245,0.002342109210921092,-4.47630493350106,3.8432088949581913,-4.4765625,3.84375,2.10899422238361,2.108963356274654,-7.298944206360632,6.179885253396234,3.4801392839126923
6246,0.0023424842484248425,-4.485883406539948,3.8428312953260533,-4.484375,3.84375,2.246937083321012,2.2451758685293903,-7.310412206417961,6.180307412293938,3.6990876507578343
6247,0.0023428592859285925,-4.495408034257402,3.8424247542169243,-4.4960938,3.84375,2.3837858414417226,2.3838288482207233,-7.3491919050354895,6.198579038045708,3.9331117936438096
6248,0.002343234323432343,-4.504878655794766,3.8419893191485497,-4.5039062,3.84375,2.5194511462188127,2.517839161272863,-7.311072934213571,6.165130321854859,4.117796164353508
6249,0.0023436093609360935,-4.5142951111229985,3.841525037973888,-4.515625,3.8398438,2.6538443047434037,2.655725518491546,-7.356414055334778,6.169951862712268,4.359881922473044
6250,0.0023439843984398435,-4.523657241045298,3.8410319588799693,-4.5234375,3.8398438,2.786877341773243,2.787111602740108,-7.372102035386392,6.1945270212478185,4.565741199505472
6251,0.0023443594359435944,-4.532964887199719,3.8405101303867553,-4.53125,3.8398438,2.9184630593294205,2.91708600512608,-7.39527836878055,6.1950912306524915,4.78577010549859
6252,0.002344734473447345,-4.542217892061721,3.8399596013459836,-4.5429688,3.8398438,3.048515095796152,3.049262867065592,-7.400879288659554,6.167700072880904,4.996004413082594
6253,0.002345109510951095,-4.551416098946824,3.8393804209400173,-4.5507812,3.8398438,3.1769479844902158,3.176202730541908,-7.422650350627007,6.199725696645729,5.199770834562506
6254,0.0023454845484548455,-4.56055935201312,3.8387726386806844,-4.5625,3.8398438,3.30367721165329,3.3052404481542665,-7.4156839802959675,6.19145735031343,5.3860895288130965
6255,0.002345859585958596,-4.569647496263848,3.838136304408118,-4.5703125,3.8398438,3.4286192738266648,3.428822702768966,-7.460745848643648,6.199665878428466,5.614990928815354
6256,0.002346234623462346,-4.57868037754993,3.8374714682895816,-4.578125,3.8359375,3.5516917345727173,3.5515113663528854,-7.467834279685843,6.200374984165791,5.80653672957355
6257,0.0023466096609660965,-4.587657842572497,3.8367781808183095,-4.5859375,3.8359375,3.6728132805001454,3.6713095550292536,-7.482842341213455,6.182977353595732,6.006537860763142
6258,0.002346984698469847,-4.596579738885403,3.836056492812323,-4.5976562,3.8359375,3.791903776554419,3.7929834346677596,-7.484227507874558,6.184732366538088,6.185565991430491
6259,0.002347359735973597,-4.605445914897717,3.8353064554132477,-4.6054688,3.8359375,3.908884320535212,3.908802635968203,-7.501641201174298,6.191966312208486,6.376156824373619
6260,0.0023477347734773475,-4.614256219876218,3.834528120085139,-4.6132812,3.8359375,4.023677296804146,4.0225122672383025,-7.506172654895171,6.168265442182574,6.555315088225411
6261,0.002348109810981098,-4.623010503947852,3.833721538613284,-4.6210938,3.8320312,4.1362064291430025,4.134503451117539,-7.526918633519712,6.187922398459678,6.740721259310792
6262,0.0023484848484848484,-4.6317086181022,3.8328867631030175,-4.6328125,3.8320312,4.246396832726992,4.247577037852656,-7.542499775875549,6.154988460651546,6.923277903245484
6263,0.0023488598859885985,-4.640350414193916,3.8320238459785156,-4.640625,3.8320312,4.354175065177047,4.354448416809326,-7.56299606723776,6.194528890824757,7.100230474857534
6264,0.002349234923492349,-4.648935744945148,3.831132839981604,-4.6484375,3.8320312,4.459469176655906,4.458928336287927,-7.565358805772848,6.186055525332742,7.259362890371389
6265,0.0023496099609961,-4.657464463947975,3.830213798170545,-4.65625,3.8320312,4.562208758970269,4.560950124095936,-7.584429590091264,6.16770742000257,7.431016054398024
6266,0.00234998499849985,-4.66593642566675,3.829266773918835,-4.6640625,3.828125,4.662324993648508,4.6604521450182235,-7.600242582143185,6.174316744422994,7.594419468406024
6267,0.0023503600360036004,-4.67435148544056,3.828291820913988,-4.6757812,3.828125,4.759750698960068,4.761176324243671,-7.645448969038275,6.164295612173597,7.782927934697963
6268,0.002350735073507351,-4.68270949948555,3.8272889931563157,-4.6835938,3.828125,4.854420375839424,4.855342281513943,-7.643257972626847,6.17656198337046,7.920276786740766
6269,0.002351110111011101,-4.691010324897289,3.826258344957711,-4.6914062,3.828125,4.946270252688532,4.946795309334091,-7.659327108834764,6.189753700738295,8.072090317043896
6270,0.0023514851485148514,-4.699253819653116,3.8251999309404203,-4.6992188,3.8242188,5.035238329023659,5.035111986225103,-7.68987451960272,6.163944393745302,8.230770374827697
6271,0.002351860186018602,-4.707439842614462,3.8241138060358155,-4.7070312,3.8242188,5.121264417934713,5.120870850803614,-7.655508612467374,6.171577237471008,8.322964553691058
6272,0.002352235223522352,-4.715568253529162,3.823000025483156,-4.7148438,3.8242188,5.2042901873312255,5.203743416724337,-7.6654996110957185,6.183972628056015,8.455670331015485
6273,0.0023526102610261024,-4.723638913033769,3.821858644828359,-4.7226562,3.8203125,5.2842591999437465,5.2830372792623,-7.68590959420512,6.1589956106301065,8.58837081410782
6274,0.002352985298529853,-4.731651682655817,3.820689719922752,-4.7304688,3.8203125,5.361116952053169,5.359884426470205,-7.707192675275557,6.174870840590283,8.723459994355904
6275,0.002353360336033603,-4.7396064248161025,3.8194933069218306,-4.7382812,3.8203125,5.43481091092135,5.43368684274167,-7.706142409023612,6.149516369864812,8.823775482741324
6276,0.0023537353735373534,-4.747503002830939,3.8182694622840105,-4.7460938,3.8164062,5.505290550897759,5.5034866409842325,-7.765966402364687,6.1514266367762485,8.983579452711748
6277,0.002354110411041104,-4.755341280914397,3.8170182427693726,-4.7539062,3.8164062,5.572507388175585,5.570963645670971,-7.734238927715824,6.167100501322997,9.052827374467626
6278,0.0023544854485448544,-4.763121124180533,3.815739705438406,-4.7617188,3.8164062,5.636415014174053,5.635253340654933,-7.797250113162141,6.1722456428173365,9.206217582868275
6279,0.002354860486048605,-4.770842398645569,3.814433907650753,-4.7695312,3.8125,5.69696912752393,5.695137182543013,-7.777262141349493,6.1307722048661075,9.260727698418064
6280,0.0023552355235523553,-4.778504971230146,3.813100907063937,-4.7773438,3.8125,5.754127564633862,5.752834481475816,-7.79061839886933,6.14751308556328,9.358877849106374
6281,0.0023556105610561054,-4.786108709761461,3.8117407616321017,-4.7851562,3.8125,5.807850328815525,5.807218579623779,-7.797405503627301,6.168632480773585,9.447721313003996
6282,0.002355985598559856,-4.793653482975447,3.8103535296047366,-4.7929688,3.8085938,5.858099617949079,5.856816404236058,-7.807967631796964,6.147995146156687,9.520317172411783
6283,0.0023563606360636064,-4.801139160518927,3.8089392695254,-4.8007812,3.8085938,5.904839850668161,5.9043757041425495,-7.8198296539678225,6.130432309874902,9.588933247572797
6284,0.002356735673567357,-4.808565612951744,3.8074980402304432,-4.8085938,3.8085938,5.948037691047094,5.948513346851663,-7.853843325577434,6.147754695523569,9.685769573167192
6285,0.002357110711071107,-4.815932711748891,3.8060299008477285,-4.8164062,3.8046875,5.987662071773273,5.987509127267349,-7.86617036283457,6.127925814944684,9.741704227401566
6286,0.0023574857485748574,-4.82324032930261,3.80453491079534,-4.8242188,3.8046875,6.023684215788747,6.024625544693147,-7.88125632809984,6.1550744339007295,9.814885299275804
6287,0.002357860786078608,-4.830488338924487,3.8030131297802954,-4.8320312,3.8046875,6.056077656385147,6.058229938654785,-7.879507533977688,6.12354972032068,9.840796837520244
6288,0.002358235823582358,-4.837676614847529,3.8014646177972544,-4.8359375,3.8007812,6.084818255739627,6.0829687872371325,-7.895392156247891,6.113382602865259,9.885865297745289
6289,0.0023586108610861084,-4.844805032228228,3.7998894351272203,-4.84375,3.8007812,6.1098842218781275,6.109439180821027,-7.926922568692714,6.130671237346551,9.952209514864503
6290,0.002358985898589859,-4.8518734671486,3.7982876423362386,-4.8515625,3.796875,6.13125612405404,6.1302375437417576,-7.901240706360021,6.124561883084903,9.952108042037805
6291,0.0023593609360936093,-4.858881796618233,3.7966593002740936,-4.859375,3.796875,6.148916906532715,6.149446909945989,-7.945555333609463,6.121965454799652,10.007068400588818
6292,0.00235973597359736,-4.865829898576264,3.7950044700730063,-4.8671875,3.796875,6.1628519007716145,6.165037524921556,-7.948501042238478,6.109049585493989,10.015418665792108
6293,0.0023601110111011103,-4.872717651893431,3.793323213146319,-4.8710938,3.7929688,6.173048835988017,6.171531418038261,-7.9611256794364404,6.12903381800041,10.044943790451658
6294,0.0023604860486048603,-4.879544936374031,3.7916155911871763,-4.8789062,3.7929688,6.1794978481072365,6.179821266920552,-7.972217576566111,6.113638834067861,10.046424838998258
6295,0.002360861086108611,-4.886311632757888,3.7898816661672194,-4.8867188,3.7890625,6.182191487085187,6.181990802076281,-7.964983145469135,6.0957185883912155,10.025619254897023
6296,0.0023612361236123613,-4.893017622722317,3.788121500335256,-4.8945312,3.7890625,6.181124722600409,6.1828870567487115,-7.996276215575781,6.156159726586134,10.078964615177675
6297,0.0023616111611161113,-4.899662788884064,3.7863351562159404,-4.8984375,3.7851562,6.176294948111903,6.1745957451885864,-8.016841882184721,6.11364540853557,10.051303923497485
6298,0.002361986198619862,-4.90624701480122,3.7845226966084446,-4.90625,3.7851562,6.167701983279997,6.168137457652572,-8.017918736008328,6.097818811638873,10.019956577815478
6299,0.0023623612361236123,-4.912770184975142,3.782684184585128,-4.9140625,3.78125,6.155348074748928,6.155264570608715,-8.03395788596635,6.113555712380093,10.015261926859463
6300,0.0023627362736273624,-4.919232184852343,3.780819683490205,-4.9179688,3.78125,6.139237895290831,6.13866663584199,-8.050145734741564,6.085189146923955,9.973463653123789
6301,0.002363111311131113,-4.925632900826362,3.7789292569384028,-4.9257812,3.7773438,6.119378541311685,6.118315987170157,-8.025397630285756,6.111285066109451,9.936797175753018
6302,0.0023634863486348633,-4.931972220239638,3.7770129688136262,-4.9335938,3.7773438,6.095779528721571,6.097100843398785,-8.035061354203929,6.113626174996234,9.901278347062025
6303,0.0023638613861386134,-4.938250031385353,3.775070883267614,-4.9375,3.7734375,6.068452787172231,6.0667202561500835,-8.080692412486817,6.098622287018201,9.869892699737449
6304,0.002364236423642364,-4.944466223509258,3.7731030647185886,-4.9453125,3.7734375,6.037412652665813,6.038203169022034,-8.048137535204603,6.102147854861651,9.79644036365022
6305,0.0023646114611461148,-4.950620686811506,3.7711095778499053,-4.9492188,3.7695312,6.002675858540728,6.000570512683894,-8.052128043946865,6.097458297604769,9.734518815388867
6306,0.0023649864986498652,-4.95671331244841,3.7690904876087106,-4.9570312,3.7695312,5.964261524841145,5.964804986339496,-8.1116281891062,6.112366215710638,9.715419299815062
6307,0.0023653615361536153,-4.962743992534287,3.767045859204569,-4.9609375,3.765625,5.922191146077001,5.919994614002841,-8.093225091373197,6.127925510266793,9.64526022873436
6308,0.0023657365736573658,-4.968712620143185,3.7649757581081174,-4.96875,3.765625,5.876488577383842,5.87705146638571,-8.116458941405833,6.040490959544208,9.507729717775677
6309,0.0023661116111611162,-4.974619089310648,3.7628802500496943,-4.9765625,3.7617188,5.8271800190932,5.827224790829531,-8.109990719279331,6.079458367152189,9.453198534784665
6310,0.0023664866486648663,-4.980463295035455,3.760759401017983,-4.9804688,3.7617188,5.774293999722772,5.775122122490266,-8.175515453056802,6.0682600012209456,9.388191018015053
6311,0.0023668616861686168,-4.98624513328134,3.758613277258636,-4.984375,3.7578125,5.7178613573992125,5.716247858516067,-8.129047981457246,6.09007203062602,9.289029654366582
6312,0.0023672367236723672,-4.991964500978696,3.7564419452729068,-4.9921875,3.7578125,5.657915219728095,5.65923044574473,-8.155879578524956,6.065862102398798,9.180821389338009
6313,0.0023676117611761173,-4.997621296026269,3.7542454718162794,-4.9960938,3.7539062,5.594490982122856,5.5935037424685055,-8.150288961647068,6.064914111238818,9.072147849982148
6314,0.0023679867986798678,-5.00321541729283,3.7520239238970867,-5.0039062,3.7539062,5.527626284609581,5.529623459469055,-8.156874702261486,6.051211993901363,8.95231037435684
6315,0.0023683618361836183,-5.00874676461883,3.7497773687751295,-5.0078125,3.75,5.457360987123955,5.457186062174358,-8.213696700373022,6.0667336459299905,8.874015201140296
6316,0.0023687368736873683,-5.01421523881805,3.747505873960301,-5.015625,3.7460938,5.383737143317681,5.382973523289572,-8.189985320135051,6.0580952777812875,8.735447434651947
6317,0.002369111911191119,-5.01962074167922,3.7452095072111953,-5.0195312,3.7460938,5.3067989728919125,5.30759103136797,-8.195589084050273,6.045908316639357,8.600196386583816
6318,0.0023694869486948697,-5.024963175967643,3.7428883365337198,-5.0234375,3.7421875,5.22659283247861,5.225415642483042,-8.195305748565055,6.066894123163946,8.488919881905574
6319,0.0023698619861986197,-5.0302424454267545,3.7405424301797114,-5.03125,3.7421875,5.143167185090216,5.145046921634829,-8.197468301476981,6.068386362731713,8.35556762620754
6320,0.0023702370237023702,-5.035458454779748,3.738171856645532,-5.0351562,3.7382812,5.056572568156719,5.056588003435411,-8.212006161867441,6.041586710617834,8.19411568304426
6321,0.0023706120612061207,-5.0406111097311115,3.73577668467068,-5.0390625,3.734375,4.966861560176205,4.965091244298053,-8.242117630088254,6.02607248552201,8.042185700698527
6322,0.0023709870987098708,-5.045700316968171,3.733356983236385,-5.046875,3.734375,4.8740887460000835,4.875367628339304,-8.231165525240025,6.0158215302943585,7.87907839662984
6323,0.0023713621362136212,-5.050725984162632,3.730912821564214,-5.0507812,3.7304688,4.7783106807768805,4.777890681871028,-8.26012555083362,6.053830364365073,7.76802371903598
6324,0.0023717371737173717,-5.0556880199720835,3.72844426911466,-5.0546875,3.7265625,4.679585852581663,4.677539807230559,-8.243723918530916,6.003017036081577,7.555535763555286
6325,0.0023721122112211218,-5.060586334041513,3.7259513955857404,-5.0625,3.7265625,4.577974643756425,4.578921039486881,-8.270387870246548,6.020341264934371,7.413912091372341
6326,0.0023724872487248722,-5.065420837004764,3.7234342709115826,-5.0664062,3.7226562,4.473539290987316,4.472925878847118,-8.277037607586761,5.997609627645118,7.224378838793116
6327,0.0023728622862286227,-5.070191440486019,3.7208929652610165,-5.0703125,3.7226562,4.3663438441487905,4.368107458585208,-8.278631900733357,5.994442649286999,7.04906780914349
6328,0.002373237323732373,-5.074898057101247,3.7183275490361565,-5.0742188,3.71875,4.256454123942314,4.256798905594704,-8.313984005304711,5.989156763356621,6.8713735300939325
6329,0.0023736123612361232,-5.079540600459633,3.7157380928709864,-5.078125,3.7148438,4.143937678358776,4.142923465672494,-8.300588890737876,6.018754114830794,6.718686600372172
6330,0.0023739873987398737,-5.084118985164995,3.7131246676299385,-5.0859375,3.7148438,4.028863737995508,4.030694964589572,-8.323970152052244,5.987064733092201,6.5041949401710175
6331,0.0023743624362436246,-5.088633126817194,3.7104873444064697,-5.0898438,3.7109375,3.9113031702594743,3.91180144847036,-8.300875255117141,5.963222152025059,6.290876479870165
6332,0.0023747374737473747,-5.0930829420134875,3.7078261945216497,-5.09375,3.7070312,3.791328432489104,3.790544598741217,-8.302024056029387,5.966800006131736,6.1029240526612245
6333,0.002375112511251125,-5.097468348349945,3.7051412895227145,-5.0976562,3.7070312,3.669013524023836,3.6709021089557896,-8.349786753686322,5.960116775642311,5.900941272548774
6334,0.0023754875487548757,-5.101789264422765,3.702432701181649,-5.1015625,3.703125,3.5444339372601226,3.545132856793733,-8.368359689464247,5.9699273163038304,5.7108135731284015
6335,0.0023758625862586257,-5.106045609829623,3.699700501493756,-5.1054688,3.6992188,3.417666607724644,3.4172168128923697,-8.337332022000854,5.961911734951966,5.50151294123276
6336,0.002376237623762376,-5.110237305170982,3.696944762676218,-5.109375,3.6953125,3.288789863198928,3.2872295203322017,-8.358102039313385,5.986984617664658,5.319602690085609
6337,0.0023766126612661267,-5.114364272051411,3.6941655571666634,-5.1132812,3.6953125,3.1578833719332606,3.1591339830808822,-8.370082751322354,5.949331034131522,5.072155459046447
6338,0.0023769876987698767,-5.1184264330808515,3.691362957621727,-5.1171875,3.6914062,3.0250280899846036,3.0252253745815967,-8.328002958618598,5.939427250505986,4.85577749621577
6339,0.002377362736273627,-5.1224237118759035,3.688537036915614,-5.1210938,3.6875,2.890306207713653,2.8894772926046857,-8.37499871549847,5.956070329377282,4.651808696681518
6340,0.0023777377737773777,-5.126356033061067,3.685687868138648,-5.125,3.6875,2.7538010954809438,2.7558185975764413,-8.390522664289199,5.978885527043542,4.4544188192165315
6341,0.0023781128112811277,-5.130223322269987,3.682815524595837,-5.1289062,3.6835938,2.6155972485783363,2.6166165953416805,-8.38554901788839,5.938586188433113,4.195723095151327
6342,0.002378487848784878,-5.134025506146669,3.679920079805416,-5.1328125,3.6796875,2.4757802314325574,2.4758169194415984,-8.383624900683985,5.927923100363792,3.963561148102837
6343,0.0023788628862886287,-5.137762512346684,3.6770016074974055,-5.1367188,3.6757812,2.3344366211223595,2.333502886685912,-8.371180576269548,5.9551548881386696,3.768708728386726
6344,0.0023792379237923787,-5.141434269538355,3.6740601816121585,-5.140625,3.6757812,2.1916539502469843,2.193527315714552,-8.396543641876734,5.906168577193187,3.4885439038910167
6345,0.0023796129612961296,-5.1450407074039335,3.6710958762988994,-5.1445312,3.671875,2.047520649183748,2.0484128779433357,-8.42574573065458,5.92542237391268,3.2701929936800096
6346,0.00237998799879988,-5.148581756640735,3.6681087659142873,-5.1484375,3.6679688,1.902125987778739,1.9020372664299146,-8.421217839089662,5.914727291283013,3.0303571649959977
6347,0.00238036303630363,-5.152057348962298,3.665098925020935,-5.1523438,3.6640625,1.7555600165068195,1.7544871866679594,-8.39248013524867,5.924416410222319,2.8164393598970348
6348,0.0023807380738073806,-5.1554674170995005,3.662066428385966,-5.15625,3.6601562,1.6079135071434862,1.6058500619949692,-8.452614619631827,5.915386613222697,2.5532176151480876
6349,0.002381113111311131,-5.15881189480165,3.659011350979547,-5.1601562,3.6601562,1.4592778929899966,1.4598356099993786,-8.4329357134042,5.904096677043352,2.313889168530818
6350,0.0023814881488148816,-5.162090716837586,3.655933767973428,-5.1601562,3.65625,1.3097452086923442,1.310802472753095,-8.417517477648211,5.896280175129601,2.0758346634742004
6351,0.0023818631863186317,-5.1653038189967395,3.6528337547394703,-5.1640625,3.6523438,1.159408029694826,1.159481736462399,-8.437489605645577,5.895980749084232,1.8294768717556515
6352,0.002382238223822382,-5.168451138090198,3.6497113868481885,-5.1679688,3.6484375,1.0083594113706031,1.00742691231744,-8.450497957767055,5.884866903021529,1.5745979938640047
6353,0.0023826132613261326,-5.1715326119517355,3.646566740067273,-5.171875,3.6484375,0.856692827871831,0.8581959930217522,-8.466893246942238,5.878969321043588,1.3215958645281725
6354,0.0023829882988298827,-5.174548179438834,3.6433998903601283,-5.1757812,3.6445312,0.7045021107409184,0.704900687509999,-8.457486354418721,5.881438043081829,1.08705003635028
6355,0.002383363336333633,-5.177497780433687,3.6402109138843906,-5.1757812,3.640625,0.5518813873232762,0.5531006715437851,-8.455019806907835,5.878681859966215,0.8442318048454914
6356,0.0023837383738373836,-5.1803813558441885,3.6369998869904605,-5.1796875,3.6367188,0.3989250190270643,0.39904730951574613,-8.463650953852897,5.896590833838378,0.6129467285435608
6357,0.0023841134113411337,-5.183198847604899,3.6337668862200245,-5.1835938,3.6328125,0.24572753947068418,0.24471141917409908,-8.457890421220219,5.870824403528146,0.3516230961031021
6358,0.0023844884488448846,-5.185950198678011,3.6305119883045722,-5.1875,3.6289062,0.09238359255860919,0.09018467587018461,-8.476534317464772,5.844631594360366,0.07693479236376724
6359,0.002384863486348635,-5.188635353054261,3.6272352701639368,-5.1875,3.6289062,-0.06101212946768338,-0.058992462870589464,-8.463160710178476,5.861198342177331,-0.14442613455962186
6360,0.002385238523852385,-5.191254255753878,3.623936808904784,-5.1914062,3.625,-0.21436494796570937,-0.21360544302897738,-8.48676778499219,5.840780999564437,-0.417421531339471
6361,0.0023856135613561356,-5.193806852827471,3.6206166818191496,-5.1953125,3.6210938,-0.36758025977044245,-0.3681366848784297,-8.47930434871481,5.8724537527156,-0.6303496923156504
6362,0.002385988598859886,-5.196293091356912,3.617274966382951,-5.1953125,3.6171875,-0.5205635989725367,-0.5200065218539657,-8.499466954439221,5.844331133655985,-0.9072693478354119
6363,0.002386363636363636,-5.198712919456213,3.6139117402544985,-5.1992188,3.6132812,-0.6732206985546699,-0.6740284398572982,-8.474676162270258,5.823355945565549,-1.1487338743983009
6364,0.0023867386738673866,-5.201066286272379,3.610527081273011,-5.1992188,3.609375,-0.8254575518457635,-0.8250677762853029,-8.48439367032814,5.811548109081873,-1.4044518742061352
6365,0.002387113711371137,-5.203353141986236,3.6071210674571232,-5.203125,3.6054688,-0.9771804737479985,-0.978219491212046,-8.497578463530143,5.833082022924567,-1.6376048922633946
6366,0.002387488748874887,-5.205573437813255,3.603693777003402,-5.2070312,3.6054688,-1.128296161696605,-1.1280702792071153,-8.529158932571043,5.807367658241207,-1.9174301252906087
6367,0.0023878637863786376,-5.207727126004351,3.6002452882848424,-5.2070312,3.6015625,-1.2787117563125785,-1.2772987016989177,-8.513021408825704,5.794766496725226,-2.152825353398918
6368,0.002388238823882388,-5.209814159846672,3.596775679849388,-5.2109375,3.5976562,-1.4283349017039277,-1.4285721359803258,-8.564724718429295,5.8057413305397105,-2.4203364755723427
6369,0.002388613861386138,-5.211834493664359,3.5932850304184267,-5.2109375,3.59375,-1.5770738053761955,-1.5760917471345877,-8.528394085525969,5.788036112372769,-2.640889056116249
6370,0.0023889888988898886,-5.213788082819304,3.589773418885298,-5.2148438,3.5898438,-1.7248372977133968,-1.725605365175715,-8.525122253899266,5.794807973591585,-2.868064625034127
6371,0.0023893639363936395,-5.215674883711883,3.5862409243137905,-5.2148438,3.5859375,-1.8715348909849365,-1.8710705592084687,-8.541669728278944,5.793432773478439,-3.114399226226034
6372,0.00238973897389739,-5.2174948537816634,3.58268762593666,-5.21875,3.5820312,-2.0170768378429775,-2.0184745016142815,-8.533139994010378,5.810865633542766,-3.3280902977831857
6373,0.00239011401140114,-5.219247951508116,3.579113603154102,-5.21875,3.578125,-2.1613741892678875,-2.161544593813067,-8.526279298666395,5.799939335293766,-3.5582100756204724
6374,0.0023904890489048905,-5.2209341364112944,3.5755189355322736,-5.2226562,3.5742188,-2.304338851924513,-2.306494064676492,-8.514561290241385,5.790587995382058,-3.7808456211128805
6375,0.002390864086408641,-5.222553369052493,3.571903702801776,-5.2226562,3.5703125,-2.4458836448890335,-2.446834087155594,-8.542269345040676,5.7548722029020185,-4.048130116148652
6376,0.002391239123912391,-5.22410561103491,3.5682679848561607,-5.2226562,3.5664062,-2.5859223557089654,-2.585660928400403,-8.567683607153112,5.766650846836078,-4.285664193216137
6377,0.0023916141614161415,-5.225590825004261,3.5646118617504166,-5.2265625,3.5664062,-2.7243697957603112,-2.7243073677998075,-8.584086351367581,5.742538602466349,-4.532176767809161
6378,0.002391989198919892,-5.227008974649411,3.5609354136994704,-5.2265625,3.5625,-2.8611418548618026,-2.859996076710138,-8.55309009050885,5.743367780315543,-4.722028367818756
6379,0.002392364236423642,-5.228360024702958,3.557238721076673,-5.2265625,3.5585938,-2.9961555551112053,-2.993935521577121,-8.537019855645614,5.736021600977726,-4.9256021685541915
